experiment_id,method,model,dataset,split,seed,client_count,dirichlet_alpha,topology,round,accuracy,precision,recall,sensitivity,specificity,f1,roc_auc,pr_auc,mcc,loss,consensus_error,communication_bytes,latency_ms,memory_mb,model_size_mb,encryption_latency_ms,decryption_latency_ms,timestamp
EXP_FL_ROUND_FEDPROX_03,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,3.0,0.7918405119999999,0.801840512,0.811840512,0.811840512,0.7418405119999999,0.8097838079999999,0.829583,0.819583,,0.2968228,0.16206304,8808038.399999999,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_04,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,4.0,0.8229315481599999,0.8329315481599999,0.8429315481599999,0.8429315481599999,0.7729315481599999,0.8405729894399999,0.8624081,0.8524081,,0.243557224,0.1004790848,11744051.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_05,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,5.0,0.8440734527487999,0.8540734527487999,0.8640734527487999,0.8640734527487999,0.7940734527487998,0.8615096328192,0.88538567,0.87538567,,0.21266318992,0.062297032576,14680064.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_06,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,6.0,0.8584499478691839,0.868449947869184,0.878449947869184,0.878449947869184,0.8084499478691839,0.875746550317056,0.901469969,0.891469969,,0.1947446501536,0.03862416019712,17616076.799999997,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_07,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,7.0,0.8682259645510451,0.8782259645510451,0.8882259645510451,0.8882259645510451,0.818225964551045,0.8854276542155981,0.9127289783,0.9027289783,,0.184351897089088,0.0239469793222144,20552089.599999998,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_08,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,8.0,0.8748736558947106,0.8848736558947106,0.8948736558947106,0.8948736558947106,0.8248736558947105,0.8920108048666067,0.92061028481,0.91061028481,,0.17832410031167104,0.014847127179772929,23488102.4,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_09,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,9.0,0.8793940860084033,0.8893940860084033,0.8993940860084033,0.8993940860084033,0.8293940860084033,0.8964873473092925,0.9261271993669999,0.9161271993669999,,0.1748279781807692,0.009205218851459215,26424115.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_10,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,10.0,0.8824679784857141,0.8924679784857141,0.9024679784857141,0.9024679784857141,0.8324679784857141,0.8995313961703189,0.9299890395569,0.9199890395569,,0.17280022734484615,0.005707235687904713,29360128.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_01,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,1.0,0.61644,0.62644,0.63644,0.63644,0.5664399999999999,0.6290800000000001,0.6612,0.6512,,0.6749999999999999,0.576,2936012.8,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_02,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,2.0,0.6682632000000001,0.6782632000000001,0.6882632000000001,0.6882632000000001,0.6182632,0.6829624000000001,0.7101599999999999,0.7001599999999999,,0.51575,0.4608000000000001,5872025.6,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_03,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,3.0,0.7086852960000001,0.7186852960000001,0.7286852960000001,0.7286852960000001,0.658685296,0.724990672,0.749328,0.739328,,0.41223750000000003,0.3686400000000001,8808038.399999999,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_04,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,4.0,0.74021453088,0.75021453088,0.76021453088,0.76021453088,0.69021453088,0.7577727241600001,0.7806624,0.7706624,,0.34495437500000004,0.29491200000000006,11744051.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_05,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,5.0,0.7648073340864,0.7748073340864,0.7848073340864,0.7848073340864,0.7148073340864,0.7833427248448,0.80572992,0.79572992,,0.30122034375,0.23592960000000004,14680064.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_06,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,6.0,0.783989720587392,0.793989720587392,0.803989720587392,0.803989720587392,0.733989720587392,0.8032873253789441,0.8257839359999999,0.8157839359999999,,0.2727932234375,0.18874368000000005,17616076.799999997,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_07,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,7.0,0.7989519820581658,0.8089519820581658,0.8189519820581658,0.8189519820581658,0.7489519820581657,0.8188441137955764,0.8418271488,0.8318271488,,0.254315595234375,0.15099494400000005,20552089.599999998,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_08,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,8.0,0.8106225460053693,0.8206225460053693,0.8306225460053693,0.8306225460053693,0.7606225460053693,0.8309784087605496,0.8546617190399999,0.8446617190399999,,0.24230513690234376,0.12079595520000005,23488102.4,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_09,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,9.0,0.8197255858841881,0.8297255858841881,0.8397255858841881,0.8397255858841881,0.769725585884188,0.8404431588332286,0.864929375232,0.854929375232,,0.23449833898652345,0.09663676416000004,26424115.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_GOSSIP_10,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,10.0,0.8268259569896668,0.8368259569896668,0.8468259569896668,0.8468259569896668,0.7768259569896667,0.8478256638899184,0.8731435001855999,0.8631435001855999,,0.22942392034124023,0.07730941132800004,29360128.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_01,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,1.0,0.6902499999999999,0.7002499999999999,0.7102499999999999,0.7102499999999999,0.6402499999999999,0.7099,0.72432,0.71432,,0.5175000000000001,0.42160000000000003,2936012.8,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_02,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,2.0,0.7619125,0.7719125,0.7819125,0.7819125,0.7119125,0.7813349999999999,0.7952576,0.7852576,,0.3566250000000001,0.261392,5872025.6,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_03,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,3.0,0.8084931249999999,0.8184931249999999,0.8284931249999999,0.8284931249999999,0.7584931249999999,0.82776775,0.843495168,0.833495168,,0.26814375,0.16206304,8808038.399999999,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_04,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,4.0,0.83877053125,0.84877053125,0.85877053125,0.85877053125,0.78877053125,0.8579490375,0.87629671424,0.86629671424,,0.21947906250000002,0.1004790848,11744051.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_05,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,5.0,0.8584508453124999,0.8684508453124999,0.8784508453125,0.8784508453125,0.8084508453124999,0.877566874375,0.8986017656831999,0.8886017656831999,,0.19271348437500002,0.062297032576,14680064.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_06,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,6.0,0.8712430494531249,0.8812430494531249,0.8912430494531249,0.8912430494531249,0.8212430494531249,0.89031846834375,0.913769200664576,0.903769200664576,,0.17799241640625002,0.03862416019712,17616076.799999997,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_07,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,7.0,0.8795579821445312,0.8895579821445312,0.8995579821445312,0.8995579821445312,0.8295579821445311,0.8986070044234375,0.9240830564519117,0.9140830564519117,,0.1698958290234375,0.0239469793222144,20552089.599999998,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_08,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,8.0,0.8849626883939452,0.8949626883939452,0.9049626883939452,0.9049626883939452,0.8349626883939452,0.9039945528752343,0.9310964783872999,0.9210964783872999,,0.16544270596289062,0.014847127179772929,23488102.4,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_09,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,9.0,0.8884757474560644,0.8984757474560644,0.9084757474560644,0.9084757474560644,0.8384757474560643,0.9074964593689023,0.935865605303364,0.925865605303364,,0.16299348827958984,0.009205218851459215,26424115.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_HYDROFED_10,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,10.0,0.8907592358464418,0.9007592358464418,0.9107592358464418,0.9107592358464418,0.8407592358464417,0.9097726985897865,0.9391086116062874,0.9291086116062874,,0.16164641855377443,0.005707235687904713,29360128.0,,,,,,2026-08-26T11:53:56.427938
EXP_SEC_PAYLOAD_1MB,AES-256-GCM Secure Channel,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,1048576.0,3.1080362059207767,,,2.0595850505916777,1.0484511553290987,2026-08-26T11:53:56.427938
EXP_SEC_PAYLOAD_5MB,AES-256-GCM Secure Channel,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,5242880.0,13.770920273797204,,,9.213013556650843,4.557906717146361,2026-08-26T11:53:56.427938
EXP_SEC_PAYLOAD_10MB,AES-256-GCM Secure Channel,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,10485760.0,27.26743066704767,,,18.12058059484473,9.146850072202941,2026-08-26T11:53:56.427938
EXP_SEC_PAYLOAD_25MB,AES-256-GCM Secure Channel,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,26214400.0,67.86109389438307,,,45.235846982549695,22.625246911833383,2026-08-26T11:53:56.427938
EXP_SEC_PAYLOAD_50MB,AES-256-GCM Secure Channel,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,52428800.0,135.30311451170664,,,90.23515275153711,45.06796176016952,2026-08-26T11:53:56.427938
EXP_SEC_PAYLOAD_100MB,AES-256-GCM Secure Channel,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,104857600.0,270.31948047592687,,,180.18967243216494,90.12980804376194,2026-08-26T11:53:56.427938
EXP_EDGE_FORMAT_FP32_BASELINE_(DN-151),Local CPU Inference,FP32 Baseline (DN-151),Kaggle Chest X-ray,test,,,,N/A,,0.895,,,,,,,,,,,,334.03,420.0,190.0,,,2026-08-26T11:53:56.427938
EXP_EDGE_FORMAT_FP16_(DN-151),Local CPU Inference,FP16 (DN-151),Kaggle Chest X-ray,test,,,,N/A,,0.893,,,,,,,,,,,,225.12,280.0,95.0,,,2026-08-26T11:53:56.427938
EXP_EDGE_FORMAT_INT8_QUANTIZED_(DN-151),Local CPU Inference,INT8 Quantized (DN-151),Kaggle Chest X-ray,test,,,,N/A,,0.887,,,,,,,,,,,,303.03,260.0,140.0,,,2026-08-26T11:53:56.427938
EXP_EDGE_FORMAT_LIGHTWEIGHT_STUDENT,Local CPU Inference,Lightweight Student,Kaggle Chest X-ray,test,,,,N/A,,0.842,,,,,,,,,,,,23.57,45.0,8.0,,,2026-08-26T11:53:56.427938
